start_date,lat,lon,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,currency,property_type,operation_type
15/02/2021,-34.5585282,-58.4465425,Argentina,Capital Federal,Belgrano,2,1,1,,,60000,ARS,Departamento,Alquiler
15/02/2021,-34.55466637,-58.46105083,Argentina,Capital Federal,Belgrano,2,1,1,35,33,22900,ARS,Departamento,Alquiler
15/02/2021,-31.422565,-64.1854311,Argentina,Córdoba,Córdoba,1,1,1,,,47000,USD,Departamento,Venta
15/02/2021,-31.4308333,-64.1918966,Argentina,Córdoba,Córdoba,2,1,1,,,75000,USD,Departamento,Venta
15/02/2021,-34.91891131,-57.9303485,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,2,1,1,64,55,20000,ARS,Departamento,Alquiler
15/02/2021,-34.5903425,-58.4033295,Argentina,Capital Federal,Recoleta,2,1,,45,37,112000,USD,Departamento,Venta
15/02/2021,-34.6006901,-58.3926439,Argentina,Capital Federal,Recoleta,2,1,1,,63,45000,ARS,Departamento,Alquiler temporal
15/02/2021,-34.59711217,-58.39696884,Argentina,Capital Federal,Recoleta,2,1,1,45,39,96000,USD,Departamento,Venta
15/02/2021,-34.6206202,-58.4447926,Argentina,Capital Federal,Caballito,2,1,1,,,85000,USD,Departamento,Venta
15/02/2021,-34.5788079,-58.45635,Argentina,Capital Federal,Colegiales,2,1,2,,,45000,ARS,Departamento,Alquiler temporal
15/02/2021,-34.6558375,-58.6699629,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,2,1,1,,,150000,USD,Departamento,Venta
15/02/2021,-34.4671466,-58.5093398,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,2,1,1,70,70,35000,ARS,Departamento,Alquiler
15/02/2021,-34.4884936,-58.5004657,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,2,1,1,,,125000,USD,Departamento,Venta
15/02/2021,-34.4695957,-58.5196337,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,2,1,1,,,62500,USD,Departamento,Venta
15/02/2021,-34.4715508,-58.5192448,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,2,1,1,,,98000,USD,Departamento,Venta
15/02/2021,-34.4726721,-58.5118825,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,1,1,1,,,164000,USD,Departamento,Venta
15/02/2021,-34.48285656,-58.49027604,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,1,1,1,,22,67900,USD,Departamento,Venta
15/02/2021,-34.4573655,-58.5077819,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,1,1,1,36,36,380,USD,Departamento,Alquiler temporal
15/02/2021,-34.4573655,-58.5077819,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,2,1,1,56,56,380,USD,Departamento,Alquiler temporal
15/02/2021,-34.77819323,-58.18219282,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,2,1,1,,,47000,USD,Departamento,Venta
15/02/2021,-34.82700325,-58.18446445,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,2,1,1,,,65000,USD,Departamento,Venta
15/02/2021,-34.80478512,-58.17343998,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,2,1,2,,,98000,USD,Departamento,Venta
15/02/2021,-34.5952011,-58.410124,Argentina,Capital Federal,Barrio Norte,2,1,1,35,35,90000,USD,Departamento,Venta
15/02/2021,-37.9934195,-57.5477518,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,53000,USD,Departamento,Venta
15/02/2021,-37.9950391,-57.550171,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,2400,ARS,Departamento,Alquiler temporal
15/02/2021,-38.0099114,-57.5440682,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,1,1,1,,,45000,USD,Departamento,Venta
15/02/2021,-38.0035204,-57.5475146,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,86900,USD,Departamento,Venta
15/02/2021,-38.00796,-57.5437856,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,52000,USD,Departamento,Venta
15/02/2021,-38.0073618,-57.551745,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,51900,USD,Departamento,Venta
15/02/2021,-38.0213797,-57.5281826,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,2,,,159000,USD,Departamento,Venta
15/02/2021,-38.0070953,-57.5501353,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,,,,76900,USD,Departamento,Venta
15/02/2021,-38.0054771,-57.5426106,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,,,,76900,USD,Departamento,Venta
15/02/2021,-38.0007155,-57.542506,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,1,1,1,,,52900,USD,Departamento,Venta
15/02/2021,-38.0107583,-57.5427325,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,1,1,,,,56900,USD,Departamento,Venta
15/02/2021,-37.999315,-57.5425406,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,15000,ARS,Departamento,Alquiler
15/02/2021,-38.0027111,-57.5466673,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,1,1,1,,,14000,ARS,Departamento,Alquiler
15/02/2021,-38.0078289,-57.5415824,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,15000,ARS,Departamento,Alquiler
15/02/2021,-38.0064764,-57.5471931,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,2,,,15000,ARS,Departamento,Alquiler
15/02/2021,-38.0020759,-57.5491368,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,15000,ARS,Departamento,Alquiler
15/02/2021,-38.0061602,-57.5451223,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,2500,ARS,Departamento,Alquiler temporal
15/02/2021,-38.0036147,-57.5454389,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,2500,ARS,Departamento,Alquiler temporal
15/02/2021,-38.0027889,-57.5449249,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,2500,ARS,Departamento,Alquiler temporal
15/02/2021,-38.0055526,-57.5481963,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,2500,ARS,Departamento,Alquiler temporal
15/02/2021,-38.0040618,-57.5442257,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,2500,ARS,Departamento,Alquiler temporal
15/02/2021,-38.0045209,-57.5455002,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,1,1,1,,,15000,ARS,Departamento,Alquiler
15/02/2021,-38.0038368,-57.5475044,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,86900,USD,Departamento,Venta
15/02/2021,-38.0035204,-57.5475146,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,86900,USD,Departamento,Venta
15/02/2021,-38.0027111,-57.5466673,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,1,1,1,,,11000,ARS,Departamento,Alquiler temporal
15/02/2021,-38.003145,-57.544202,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,13000,ARS,Departamento,Alquiler temporal
15/02/2021,-38.0034069,-57.5434491,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,15000,ARS,Departamento,Alquiler
15/02/2021,-38.0032956,-57.5457416,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,,,,94900,USD,Departamento,Venta
15/02/2021,-38.0061695,-57.545147,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,58900,USD,Departamento,Venta
15/02/2021,-38.000007,-57.545607,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,64900,USD,Departamento,Venta
15/02/2021,-37.998208,-57.5444561,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,2,1,1,,,57900,USD,Departamento,Venta
15/02/2021,-34.6233291,-58.3917916,Argentina,Capital Federal,San Cristobal,2,1,1,37,36,60000,USD,Departamento,Venta
15/02/2021,-34.90882525,-55.00868849,Uruguay,Maldonado,Punta del Este,2,1,1,95,69,220000,USD,Departamento,Venta
15/02/2021,-34.5046022,-58.5097146,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,2,1,1,70,65,138000,USD,PH,Venta
15/02/2021,-34.5046022,-58.5097146,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,2,1,1,70,65,47000,ARS,PH,Alquiler
15/02/2021,-34.5274705,-58.5351067,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,1,1,1,,,15000,ARS,Local comercial,Alquiler
15/02/2021,-34.5098607,-58.5240754,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,1,1,1,,,30000,ARS,Departamento,Alquiler
15/02/2021,-34.52279579,-58.47304426,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,2,1,1,48,40,99000,USD,Departamento,Venta
15/02/2021,-31.4062188,-64.4747864,Argentina,Córdoba,Villa Carlos Paz,2,1,1,,,40000,USD,Departamento,Venta
15/02/2021,-31.4062188,-64.4747864,Argentina,Córdoba,Villa Carlos Paz,2,1,1,,,40000,USD,Departamento,Venta
15/02/2021,-31.4062188,-64.4747864,Argentina,Córdoba,Villa Carlos Paz,2,1,1,,,40000,USD,Departamento,Venta
15/02/2021,-34.64632642,-58.47096716,Argentina,Capital Federal,Parque Avellaneda,2,1,1,65,54,109000,USD,PH,Venta
15/02/2021,-34.90882525,-55.00868849,Uruguay,Maldonado,,3,2,2,125,90,380000,USD,Departamento,Venta
15/02/2021,-34.6775675,-58.6884216,Argentina,Bs.As. G.B.A. Zona Oeste,Merlo,3,2,1,,,20000,ARS,Casa,Alquiler
15/02/2021,-34.403305,-58.6489989,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,3,2,2,88,68,75000,ARS,Departamento,Alquiler
15/02/2021,-34.4304702,-58.5898442,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,3,2,2,110,110,1100,USD,Departamento,Alquiler
15/02/2021,-34.39437237,-58.65040445,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,3,2,3,104,89,195000,USD,Departamento,Venta
15/02/2021,-34.39437237,-58.65040445,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,3,2,3,104,89,195000,USD,Departamento,Venta
15/02/2021,-34.4547228,-58.6873366,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,5,2,2,75,75,109000,USD,Casa,Venta
15/02/2021,-34.6394892,-58.4690898,Argentina,Capital Federal,Flores,3,2,1,66,37,68999,USD,PH,Venta
15/02/2021,-34.6229931,-58.4612084,Argentina,Capital Federal,Flores,3,2,2,90,60,140000,USD,PH,Venta
15/02/2021,-34.7028973,-58.4242302,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,3,2,1,,75,49000,USD,Departamento,Venta
15/02/2021,-34.6444247,-58.6233117,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,3,2,1,,85,42000,ARS,Departamento,Alquiler
15/02/2021,-34.6053768,-58.4171071,Argentina,Capital Federal,Almagro,3,2,1,65,61,179000,USD,Departamento,Venta
15/02/2021,-34.87697882,-57.85263252,Argentina,Buenos Aires Interior,Berisso,3,2,1,100,100,100000,USD,Casa,Venta
15/02/2021,-33.998912,-58.2861584,Uruguay,Colonia,Carmelo,3,2,1,,,45000,USD,Casa,Venta
15/02/2021,-34.5825033,-58.4266544,Argentina,Capital Federal,Palermo,3,2,2,95,90,1500,USD,Departamento,Alquiler
15/02/2021,-34.5820305,-58.4320205,Argentina,Capital Federal,Palermo,3,2,2,,,160000,ARS,Departamento,Alquiler
15/02/2021,-34.5843757,-58.4165262,Argentina,Capital Federal,Palermo,2,2,2,96,96,850,USD,Departamento,Alquiler
15/02/2021,-34.5867165,-58.4253612,Argentina,Capital Federal,Palermo,2,2,1,90,70,1250,USD,Departamento,Alquiler temporal
15/02/2021,-34.5773582,-58.407118,Argentina,Capital Federal,Palermo,3,2,2,70,67,235000,USD,Departamento,Venta
15/02/2021,-34.5825033,-58.4266544,Argentina,Capital Federal,Palermo,3,2,2,95,90,1500,USD,Departamento,Alquiler
15/02/2021,-34.5825491,-58.41735,Argentina,Capital Federal,Palermo,4,2,2,353,180,545000,USD,Departamento,Venta
15/02/2021,-34.5819781,-58.430423,Argentina,Capital Federal,Palermo,3,2,2,110,110,620000,USD,Departamento,Venta
15/02/2021,-37.1112192,-56.8616888,Argentina,Buenos Aires Costa Atlántica,Pinamar,3,2,2,,,95000,USD,Casa,Venta
15/02/2021,-34.710211,-58.26761223,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,3,2,,,,145000,USD,Departamento,Venta
15/02/2021,-34.710211,-58.26761223,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,3,2,,,,145000,USD,Departamento,Venta
15/02/2021,-34.72900731,-58.25462752,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,3,2,1,,,157000,USD,Departamento,Venta
15/02/2021,-34.72900731,-58.25462752,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,3,2,1,,,157000,USD,Departamento,Venta
15/02/2021,-34.72383951,-58.25038839,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,3,2,,,,330000,USD,PH,Venta
15/02/2021,-34.72383951,-58.25038839,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,3,2,,,,330000,USD,PH,Venta
15/02/2021,-34.7249374,-58.2656062,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,3,2,1,,,150000,USD,Departamento,Venta
15/02/2021,-34.7249374,-58.2656062,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,3,2,1,,,150000,USD,Departamento,Venta
15/02/2021,-32.9550878,-60.6316072,Argentina,Santa Fe,Rosario,3,2,,,,130971,USD,Departamento,Venta
15/02/2021,-32.9523421,-60.6412647,Argentina,Santa Fe,Rosario,3,2,2,,,150707,USD,Departamento,Venta
15/02/2021,-32.9382891,-60.670412,Argentina,Santa Fe,Rosario,3,2,1,64,52,50000,USD,Departamento,Venta
15/02/2021,-34.5603379,-58.4610842,Argentina,Capital Federal,Belgrano,3,2,1,75,75,80000,ARS,Departamento,Alquiler
15/02/2021,-34.5518795,-58.4431926,Argentina,Capital Federal,Belgrano,4,2,3,275,275,980000,USD,Departamento,Venta
15/02/2021,-34.5603379,-58.4610842,Argentina,Capital Federal,Belgrano,3,2,2,75,75,80000,ARS,Departamento,Alquiler
15/02/2021,-34.5518795,-58.4431926,Argentina,Capital Federal,Belgrano,3,2,3,275,160,980000,USD,Departamento,Venta
15/02/2021,-42.08150571,-71.60915864,Argentina,Chubut,Cushamen,5,2,1,80,80,145000,USD,Casa,Venta
15/02/2021,-31.4191952,-64.1960133,Argentina,Córdoba,Córdoba,3,2,1,,,55000,USD,Departamento,Venta
15/02/2021,-31.4191952,-64.1960133,Argentina,Córdoba,Córdoba,3,2,1,,,55000,USD,Departamento,Venta
15/02/2021,-31.4191952,-64.1960133,Argentina,Córdoba,Córdoba,3,2,1,,,55000,USD,Departamento,Venta
15/02/2021,-34.92391903,-57.98183252,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,3,2,1,,,150000,USD,Departamento,Venta
15/02/2021,-34.91643713,-57.98392831,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,3,2,1,85,85,130000,USD,PH,Venta
15/02/2021,-37.34338547,-57.03871099,Argentina,Buenos Aires Costa Atlántica,Mar Azul,3,2,1,,,39900,ARS,Casa,Alquiler temporal
15/02/2021,-34.583454,-58.4030027,Argentina,Capital Federal,Recoleta,3,2,2,,,210000,USD,Departamento,Venta
15/02/2021,-34.553144,-58.482756,Argentina,Capital Federal,Saavedra,3,2,1,61,52,125000,USD,Departamento,Venta
15/02/2021,-34.6260269,-58.4477717,Argentina,Capital Federal,Caballito,3,2,1,111,58,156000,USD,Departamento,Venta
15/02/2021,-34.66833909,-58.35637918,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,3,2,,,,98000,USD,PH,Venta
15/02/2021,-34.66833909,-58.35637918,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,3,2,,,,98000,USD,PH,Venta
15/02/2021,-34.6640402,-58.6894085,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,3,2,,,,86000,USD,Casa,Venta
15/02/2021,-34.6606701,-58.6950709,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,3,2,1,,,35000,ARS,Casa,Alquiler
15/02/2021,-34.6778829,-58.5685517,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,3,2,1,,,130000,USD,PH,Venta
15/02/2021,-34.48787135,-58.50167974,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,3,2,1,71,71,213000,USD,Departamento,Venta
15/02/2021,-34.61165951,-68.33623614,Argentina,Mendoza,San Rafael,3,2,2,119,119,98000,USD,Casa,Venta
15/02/2021,-34.82403791,-58.16804982,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,3,2,1,,,209000,USD,Casa,Venta
15/02/2021,-36.4939627,-56.7022334,Argentina,Buenos Aires Costa Atlántica,Las Toninas,3,2,1,,,35000,USD,Casa,Venta
15/02/2021,-34.586984,-58.4111458,Argentina,Capital Federal,Barrio Norte,3,2,1,85,75,216000,USD,Departamento,Venta
15/02/2021,-38.9248378,-67.9526271,Argentina,Río Negro,General Roca,3,2,1,90,90,9300000,ARS,Casa,Venta
15/02/2021,-34.5998902,-58.4351457,Argentina,Capital Federal,Villa Crespo,3,2,1,84,56,170000,USD,Departamento,Venta
15/02/2021,-34.6018262,-58.4369967,Argentina,Capital Federal,Villa Crespo,3,2,1,56,54,110000,USD,Departamento,Venta
15/02/2021,-37.973912,-57.5702366,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,1,,,60000,USD,Departamento,Venta
15/02/2021,-37.9902408,-57.5466586,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,2,,,205000,USD,Departamento,Venta
15/02/2021,-37.9901708,-57.5498207,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,,,,280000,USD,Departamento,Venta
15/02/2021,-38.0224762,-57.5303345,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,3,,,380000,USD,Departamento,Venta
15/02/2021,-38.01371234,-57.55556114,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,2,99,99,265000,USD,Departamento,Venta
15/02/2021,-37.9800935,-57.5738583,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,1,,,78000,USD,Casa,Venta
15/02/2021,-38.01366219,-57.56540358,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,2,67,67,38000,ARS,Departamento,Alquiler
15/02/2021,-38.0282484,-57.5347817,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,1,84,84,1050,USD,Departamento,Alquiler temporal
15/02/2021,-37.974207,-57.571753,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,1,,,68000,USD,Departamento,Venta
15/02/2021,-38.012877,-57.5679729,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,2,60,60,120000,USD,Departamento,Venta
15/02/2021,-37.9808355,-57.5702196,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,2,,,85000,USD,Casa,Venta
15/02/2021,-38.005335,-57.554353,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,,,,115000,USD,Departamento,Venta
15/02/2021,-38.0256381,-57.5329011,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,2,,,210000,USD,Departamento,Venta
15/02/2021,-38.02913023,-57.53472804,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,2,,,220000,USD,Departamento,Venta
15/02/2021,-38.0031112,-57.5497594,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,3,2,2,,,20000,ARS,Departamento,Alquiler
15/02/2021,-34.6124019,-58.3604599,Argentina,Capital Federal,Puerto Madero,3,2,3,160,154,3500,USD,Departamento,Alquiler
15/02/2021,-34.6124019,-58.3604599,Argentina,Capital Federal,Puerto Madero,3,2,3,160,154,3500,USD,Departamento,Alquiler
15/02/2021,-34.6124019,-58.3604599,Argentina,Capital Federal,Puerto Madero,3,2,3,160,154,3500,USD,Departamento,Alquiler
15/02/2021,-34.6288452,-58.4066623,Argentina,Capital Federal,San Cristobal,3,2,1,80,80,,,Departamento,Venta
15/02/2021,-34.93523414,-54.93578112,Uruguay,Maldonado,Punta del Este,3,2,1,90,80,200000,USD,Casa,Venta
15/02/2021,-34.94952711,-54.92974702,Uruguay,Maldonado,Punta del Este,3,2,2,97,,1350,USD,Departamento,Alquiler
15/02/2021,-34.9522376,-54.9347211,Uruguay,Maldonado,Punta del Este,3,2,1,130,130,2500,USD,Departamento,Alquiler
15/02/2021,-34.9522376,-54.9347211,Uruguay,Maldonado,Punta del Este,3,2,1,130,130,350000,USD,Departamento,Venta
15/02/2021,-36.5440512,-56.6903929,Argentina,Buenos Aires Costa Atlántica,Santa Teresita,3,2,2,80,75,,,Departamento,Alquiler temporal
15/02/2021,-34.5260635,-58.532597,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,4,2,1,,105,,,PH,Venta
15/02/2021,-34.756953,-58.373857,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,3,2,1,153,98,105000,USD,Casa,Venta
15/02/2021,-34.5346657,-58.5667912,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,3,2,1,100,85,86000,USD,Casa,Venta
15/02/2021,-26.8211405,-65.2006908,Argentina,Tucumán,San Miguel de Tucumán,3,2,2,111,,,,Departamento,Venta
15/02/2021,-26.8202612,-65.1974388,Argentina,Tucumán,San Miguel de Tucumán,4,2,1,118,118,150000,USD,Departamento,Venta
15/02/2021,-26.8207304,-65.2036112,Argentina,Tucumán,San Miguel de Tucumán,3,2,1,124,,187000,USD,Departamento,Venta
15/02/2021,-41.15091979,-71.31269236,Argentina,Río Negro,San Carlos de Bariloche,2,2,3,,,,,Casa,Alquiler temporal
15/02/2021,-34.92155,-56.1560802,Uruguay,Montevideo,,6,3,4,233,173,760000,USD,Departamento,Venta
15/02/2021,-31.60713287,-60.69397041,Argentina,Santa Fe,,5,3,1,140,140,79000,USD,Casa,Venta
15/02/2021,-34.917333,-56.1552684,Uruguay,Montevideo,,5,3,3,124,114,310000,USD,Departamento,Venta
15/02/2021,-34.6808438,-58.6943744,Argentina,Bs.As. G.B.A. Zona Oeste,Merlo,4,3,3,,,140000,USD,Casa,Venta
15/02/2021,-34.380712,-58.864379,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,4,3,3,,,250000,USD,Casa,Venta
15/02/2021,-34.4024364,-58.6549253,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,4,3,3,136,136,295000,USD,Casa,Venta
15/02/2021,-34.4071821,-58.6507491,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,4,3,3,136,,295000,USD,Casa,Venta
15/02/2021,-34.39436789,-58.65093408,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,4,3,2,116,89,168000,USD,Departamento,Venta
15/02/2021,-34.4314772,-58.6584765,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,4,3,3,242,194,350000,USD,Casa,Venta
15/02/2021,-34.464665,-58.612087,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,4,3,1,,,3000,USD,Casa,Alquiler temporal
15/02/2021,-34.6203276,-58.4639793,Argentina,Capital Federal,Flores,4,3,1,68,67,160000,USD,Departamento,Venta
15/02/2021,-34.51859396,-59.08903845,Argentina,Buenos Aires Interior,Luján,3,3,3,,,,,Casa,Venta
15/02/2021,-34.6023337,-58.862782,Argentina,Bs.As. G.B.A. Zona Oeste,Moreno,5,3,2,200,200,320000,USD,Casa,Venta
15/02/2021,-34.5363851,-58.4674993,Argentina,Capital Federal,Nuñez,4,3,2,76,76,210000,USD,Departamento,Venta
15/02/2021,-34.55472686,-58.45122555,Argentina,Capital Federal,Nuñez,4,3,3,200,190,629000,USD,Departamento,Venta
15/02/2021,-34.3892393,-58.7649124,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,4,3,2,417,337,290000,USD,Casa de campo,Venta
15/02/2021,-34.3611249,-58.7509581,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,3,3,2,,177,285000,USD,Casa,Venta
15/02/2021,-34.5711396,-58.4306897,Argentina,Capital Federal,Palermo,4,3,3,400,400,5500,USD,Oficina,Alquiler
15/02/2021,-34.57987005,-58.42426914,Argentina,Capital Federal,Palermo,4,3,3,100,90,195000,USD,Departamento,Venta
15/02/2021,-34.58489868,-58.4128868,Argentina,Capital Federal,Palermo,4,3,2,,,125000,ARS,Departamento,Alquiler
15/02/2021,-34.5815016,-58.4048505,Argentina,Capital Federal,Palermo,4,3,2,151,120,490000,USD,Departamento,Venta
15/02/2021,-34.9155051,-56.1523581,Uruguay,Montevideo,Pocitos,4,3,3,106,,290000,USD,Departamento,Venta
15/02/2021,-34.71749942,-58.25877676,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,4,3,3,,,650000,USD,Departamento,Venta
15/02/2021,-34.71749942,-58.25877676,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,4,3,3,,,650000,USD,Departamento,Venta
15/02/2021,-34.7342465,-58.2639154,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,4,3,,,,280000,USD,Casa,Venta
15/02/2021,-34.7342465,-58.2639154,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,4,3,,,,280000,USD,Casa,Venta
15/02/2021,-34.5711396,-58.4306897,Argentina,Capital Federal,Belgrano,4,3,3,400,400,5500,USD,Oficina,Alquiler
15/02/2021,-34.8678437,-58.04608,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,4,3,1,,,300000,USD,Casa,Venta
15/02/2021,-34.5879166,-58.3857515,Argentina,Capital Federal,Recoleta,4,3,3,110,105,380000,USD,Departamento,Venta
15/02/2021,-34.5881817,-58.4082878,Argentina,Capital Federal,Recoleta,4,3,2,80,,80000,ARS,Departamento,Alquiler temporal
15/02/2021,-34.5962747,-58.3948134,Argentina,Capital Federal,Recoleta,6,3,4,312,264,580000,USD,Departamento,Venta
15/02/2021,-34.48921702,-58.50562043,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,6,3,3,177,168,312000,USD,Casa,Venta
15/02/2021,-34.82430131,-58.16743827,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,4,3,3,,,310000,USD,Casa,Venta
15/02/2021,-34.800324,-58.1513764,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,4,3,3,,,375000,USD,Casa,Venta
15/02/2021,-34.4481177,-58.5506832,Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,4,3,2,,80,200000,USD,Casa,Venta
15/02/2021,-34.46570345,-58.57345669,Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,5,3,2,,100,90000,USD,PH,Venta
15/02/2021,-34.6033734,-58.5129073,Argentina,Capital Federal,Villa Devoto,4,3,3,143,122,490000,USD,Departamento,Venta
15/02/2021,-38.0243038,-57.5487137,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,5,3,3,,,115000,ARS,Casa,Alquiler
15/02/2021,-37.9811209,-57.5490669,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,4,3,2,,,198000,USD,Casa,Venta
15/02/2021,-38.0756287,-57.5798781,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,4,3,3,,,320000,USD,Casa,Venta
15/02/2021,-38.0756287,-57.5798781,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,4,3,,,,195000,USD,Casa,Venta
